"Ymd","Spots"
1927-01-31,136
1927-02-28,155.071428571429
1927-03-31,116.064516129032
1927-04-30,155.833333333333
1927-05-31,131.903225806452
1927-06-30,98.5
1927-07-31,91.5806451612903
1927-08-31,89.6451612903226
1927-09-30,114.066666666667
1927-10-31,105.193548387097
1927-11-30,112.1
1927-12-31,75.2903225806452
1928-01-31,139.225806451613
1928-02-29,122.448275862069
1928-03-31,142.41935483871
1928-04-30,134.333333333333
1928-05-31,128.258064516129
1928-06-30,152.4
1928-07-31,163.387096774194
1928-08-31,139.58064516129
1928-09-30,149.566666666667
1928-10-31,102.258064516129
1928-11-30,83.9333333333333
1928-12-31,98.3225806451613
1929-01-31,114.774193548387
1929-02-28,104.678571428571
1929-03-31,83.7741935483871
1929-04-30,87.9333333333333
1929-05-31,97
1929-06-30,119.866666666667
1929-07-31,117.129032258065
1929-08-31,109.612903225806
1929-09-30,57.2666666666667
1929-10-31,90.0967741935484
1929-11-30,135.133333333333
1929-12-31,179.935483870968
1930-01-31,108.838709677419
1930-02-28,83.1428571428571
1930-03-31,58.3870967741936
1930-04-30,63.7
1930-05-31,61.3870967741936
1930-06-30,48
1930-07-31,36.5483870967742
1930-08-31,41.5161290322581
1930-09-30,53.5333333333333
1930-10-31,57.2258064516129
1930-11-30,59.3666666666667
1930-12-31,43
1931-01-31,24.4193548387097
1931-02-28,71.8214285714286
1931-03-31,50.0645161290323
1931-04-30,51.9666666666667
1931-05-31,40.8064516129032
1931-06-30,25.5
1931-07-31,29
1931-08-31,21.6129032258065
1931-09-30,31.7
1931-10-31,16.5806451612903
1931-11-30,31.2
1931-12-31,29.6774193548387
1932-01-31,20.0645161290323
1932-02-29,17.6206896551724
1932-03-31,18.8064516129032
1932-04-30,18.6666666666667
1932-05-31,29.741935483871
1932-06-30,36.9333333333333
1932-07-31,16.0322580645161
1932-08-31,11.3225806451613
1932-09-30,6.6
1932-10-31,14.7741935483871
1932-11-30,13.7
1932-12-31,18.4516129032258
1933-01-31,20.3870967741935
1933-02-28,36.8928571428571
1933-03-31,16.8387096774194
1933-04-30,4.9
1933-05-31,5.25806451612903
1933-06-30,8.66666666666667
1933-07-31,4.70967741935484
1933-08-31,0.387096774193548
1933-09-30,8.5
1933-10-31,5
1933-11-30,1
1933-12-31,0.419354838709677
1934-01-31,5.67741935483871
1934-02-28,12.9285714285714
1934-03-31,7.19354838709677
1934-04-30,18.8
1934-05-31,32.9032258064516
1934-06-30,11.1666666666667
1934-07-31,15.3225806451613
1934-08-31,13.9032258064516
1934-09-30,6.7
1934-10-31,9.54838709677419
1934-11-30,14.4666666666667
1934-12-31,25.6774193548387
1935-01-31,31.0967741935484
1935-02-28,34.1428571428571
1935-03-31,38.4838709677419
1935-04-30,20.3666666666667
1935-05-31,45.3870967741936
1935-06-30,76.1666666666667
1935-07-31,56.4838709677419
1935-08-31,50.2258064516129
1935-09-30,70.1
1935-10-31,88.741935483871
1935-11-30,107
1935-12-31,102.451612903226
1936-01-31,104.677419354839
1936-02-29,123.896551724138
1936-03-31,128.41935483871
1936-04-30,124.8
1936-05-31,90.9354838709677
1936-06-30,116.7
1936-07-31,87.1612903225806
1936-08-31,144.967741935484
1936-09-30,126.666666666667
1936-10-31,148.225806451613
1936-11-30,192.3
1936-12-31,205.612903225806
1937-01-31,220.870967741935
1937-02-28,214.071428571429
1937-03-31,139.741935483871
1937-04-30,182.166666666667
1937-05-31,194.387096774194
1937-06-30,217.133333333333
1937-07-31,241.806451612903
1937-08-31,229.483870967742
1937-09-30,167.866666666667
1937-10-31,208.161290322581
1937-11-30,123.933333333333
1937-12-31,147.935483870968
1938-01-31,163.967741935484
1938-02-28,198.642857142857
1938-03-31,144.161290322581
1938-04-30,168.366666666667
1938-05-31,212.290322580645
1938-06-30,162.633333333333
1938-07-31,275.612903225806
1938-08-31,192.806451612903
1938-09-30,149.333333333333
1938-10-31,165.258064516129
1938-11-30,203.6
1938-12-31,154.741935483871
1939-01-31,133.870967741935
1939-02-28,129
1939-03-31,107.774193548387
1939-04-30,181.9
1939-05-31,197.322580645161
1939-06-30,168.3
1939-07-31,162.645161290323
1939-08-31,176.322580645161
1939-09-30,187.7
1939-10-31,146.903225806452
1939-11-30,113.666666666667
1939-12-31,70.1612903225806
1940-01-31,84.0967741935484
1940-02-29,99.0689655172414
1940-03-31,138.870967741935
1940-04-30,101.066666666667
1940-05-31,90.6129032258064
1940-06-30,139.8
1940-07-31,112.483870967742
1940-08-31,175.870967741935
1940-09-30,110.766666666667
1940-10-31,91.5483870967742
1940-11-30,97.4
1940-12-31,113.774193548387
1941-01-31,76.1290322580645
1941-02-28,74.2857142857143
1941-03-31,77.4516129032258
1941-04-30,54.5666666666667
1941-05-31,49.0322580645161
1941-06-30,99.6333333333333
1941-07-31,111.41935483871
1941-08-31,100.129032258065
1941-09-30,109.8
1941-10-31,77.1935483870968
1941-11-30,64
1941-12-31,56.1935483870968
1942-01-31,59.4838709677419
1942-02-28,87.9285714285714
1942-03-31,90.3870967741936
1942-04-30,101.233333333333
1942-05-31,41.7741935483871
1942-06-30,18.9
1942-07-31,29.6129032258065
1942-08-31,33.741935483871
1942-09-30,28.6666666666667
1942-10-31,32
1942-11-30,51.2666666666667
1942-12-31,37.6129032258064
1943-01-31,20.741935483871
1943-02-28,48.1071428571429
1943-03-31,45.741935483871
1943-04-30,43.5333333333333
1943-05-31,23.5806451612903
1943-06-30,12.7333333333333
1943-07-31,22
1943-08-31,32.3225806451613
1943-09-30,16.7333333333333
1943-10-31,12.9677419354839
1943-11-30,17.0333333333333
1943-12-31,31.3548387096774
1944-01-31,6.09677419354839
1944-02-29,0.827586206896552
1944-03-31,18.258064516129
1944-04-30,0.433333333333333
1944-05-31,4.09677419354839
1944-06-30,8.23333333333333
1944-07-31,8.45161290322581
1944-08-31,27.9032258064516
1944-09-30,23.7333333333333
1944-10-31,28.0645161290323
1944-11-30,17.9333333333333
1944-12-31,47.3548387096774
1945-01-31,30.7741935483871
1945-02-28,21.2142857142857
1945-03-31,35.8709677419355
1945-04-30,53.3666666666667
1945-05-31,51
1945-06-30,60.2333333333333
1945-07-31,71
1945-08-31,43.0967741935484
1945-09-30,58.1333333333333
1945-10-31,114.548387096774
1945-11-30,76.6
1945-12-31,45.7096774193548
1946-01-31,79.3225806451613
1946-02-28,143.785714285714
1946-03-31,127.741935483871
1946-04-30,126.133333333333
1946-05-31,141.612903225806
1946-06-30,122.566666666667
1946-07-31,193.677419354839
1946-08-31,178.677419354839
1946-09-30,157.4
1946-10-31,170.548387096774
1946-11-30,206.266666666667
1946-12-31,202.870967741935
1947-01-31,163.709677419355
1947-02-28,188.892857142857
1947-03-31,183.838709677419
1947-04-30,212.133333333333
1947-05-31,285.032258064516
1947-06-30,232.133333333333
1947-07-31,223.548387096774
1947-08-31,267.354838709677
1947-09-30,239.866666666667
1947-10-31,231.677419354839
1947-11-30,181.3
1947-12-31,164.903225806452
1948-01-31,153.612903225806
1948-02-29,122
1948-03-31,134.258064516129
1948-04-30,268.533333333333
1948-05-31,246.387096774194
1948-06-30,237.5
1948-07-31,201.354838709677
1948-08-31,223.677419354839
1948-09-30,202.933333333333
1948-10-31,192.935483870968
1948-11-30,135.633333333333
1948-12-31,195.290322580645
1949-01-31,168.612903225806
1949-02-28,258.035714285714
1949-03-31,223.032258064516
1949-04-30,208.133333333333
1949-05-31,150.354838709677
1949-06-30,172.366666666667
1949-07-31,178.258064516129
1949-08-31,175.322580645161
1949-09-30,205.833333333333
1949-10-31,186.290322580645
1949-11-30,203.2
1949-12-31,166.58064516129
1950-01-31,143.870967741935
1950-02-28,134.25
1950-03-31,155.387096774194
1950-04-30,160.633333333333
1950-05-31,150.451612903226
1950-06-30,118.333333333333
1950-07-31,128.870967741935
1950-08-31,120.645161290323
1950-09-30,72.6666666666667
1950-10-31,86.9677419354839
1950-11-30,77.7
1950-12-31,76.6774193548387
1951-01-31,85
1951-02-28,84.8214285714286
1951-03-31,79.3225806451613
1951-04-30,131.7
1951-05-31,153.677419354839
1951-06-30,142.4
1951-07-31,87.1612903225806
1951-08-31,86.4516129032258
1951-09-30,117.666666666667
1951-10-31,73.258064516129
1951-11-30,74.2
1951-12-31,64.9677419354839
1952-01-31,57.8709677419355
1952-02-29,32.448275862069
1952-03-31,31.5483870967742
1952-04-30,41.7
1952-05-31,33.6129032258064
1952-06-30,52
1952-07-31,56.0645161290323
1952-08-31,77.7741935483871
1952-09-30,40.4333333333333
1952-10-31,34.1935483870968
1952-11-30,31.8333333333333
1952-12-31,48.8709677419355
1953-01-31,37.8709677419355
1953-02-28,5.89285714285714
1953-03-31,14.6774193548387
1953-04-30,39.6
1953-05-31,18.2903225806452
1953-06-30,31.5
1953-07-31,12.7096774193548
1953-08-31,33.6451612903226
1953-09-30,27.9666666666667
1953-10-31,12.2903225806452
1953-11-30,2.5
1953-12-31,3.93548387096774
1954-01-31,0.354838709677419
1954-02-28,0.785714285714286
1954-03-31,15.8064516129032
1954-04-30,2.66666666666667
1954-05-31,1.19354838709677
1954-06-30,0.366666666666667
1954-07-31,7.25806451612903
1954-08-31,12.6129032258065
1954-09-30,2.3
1954-10-31,10.4516129032258
1954-11-30,13.4
1954-12-31,11.258064516129
1955-01-31,33.4193548387097
1955-02-28,29.8928571428571
1955-03-31,7.29032258064516
1955-04-30,16.4333333333333
1955-05-31,41.2903225806452
