"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2009",25.246665957573,-7.3649813966782,57.8583133118242,-24.6285446928008,75.1218766079467
"2010",57.4918165715908,5.35425975355187,109.62937338963,-22.2456956383388,137.22932878152
"2011",90.8347972068834,26.6998705446615,154.969723869105,-7.25110880631307,188.92070322008
"2012",114.761818600324,46.6170471654907,182.906590035158,10.5433842135423,218.980252987106
"2013",124.140045713196,55.8233842555531,192.456707170839,19.6587282220072,228.621363204385
"2014",119.006803658317,49.7678040190439,188.24580329759,13.1148916454841,224.89871567115
"2015",103.725442845131,31.4072722421818,176.043613448081,-6.87565477778872,214.326540468052
"2016",84.8017238397416,9.08381447678947,160.519633202694,-30.998825530263,200.602273209746
"2017",68.5509759953131,-9.06132182587397,146.1632738165,-50.1467905064041,187.24874249703
"2018",59.2622885671585,-18.7270679892644,137.251645123581,-60.0121395071302,178.536716641447
"2019",58.3253789208374,-19.6938262316516,136.344584073326,-60.9946986418148,177.64545648349
"2020",64.3855093382142,-14.2000832202966,142.971101896725,-55.8007830120016,184.57180168843
"2021",74.2809898941865,-5.28794901250001,153.849928800873,-47.4092009167473,195.97118070512
"2022",84.3324100671865,3.97426206031435,164.690558074059,-38.56477190526,207.229592039633
"2023",91.5332316444425,10.8782283162973,172.188234972588,-31.8179513639022,214.884414652787
"2024",94.3084804545838,13.6415004198662,174.975460489301,-29.0610193458171,217.677980254985
"2025",92.7013101525064,11.9599159874017,173.442704317611,-30.7819962393894,216.184616544402
"2026",88.0440050851603,7.05358089717133,169.034429273149,-35.8201598605736,211.908170030894
"2027",82.311586065143,1.03745152637443,163.585720603912,-41.9864764189494,206.609648549235
"2028",77.4114326992938,-4.02437953657275,158.84724493516,-47.1338944848193,201.956759883407
"2029",74.6317575829786,-6.83590965156516,156.099424817522,-49.9622876174933,199.22580278345
"2030",74.3811869249657,-7.08940498286252,155.851778832794,-50.2173311773061,198.979705027237
"2031",76.2396646066093,-5.28160986865188,157.760939081871,-48.4363657936326,200.915695006851
"2032",79.2447679315089,-2.36410697859804,160.853642841616,-45.5652357726123,204.05477163563
"2033",82.282656627848,0.6034029894208,163.961910266275,-42.634982052886,207.200295308582
